Base URL,Level 1 - Name,Level 1 - ID,Level 1 - URL,Level 2 - Name,Level 2 - ID,Level 2 URL,Level 3 - Name,Level 3 - ID,Level 3 URL,Level 4 - Name,Level 4 - ID,Level 4 URL
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FRESH,178969,https://groceries.retailer.com/browse/178974/178969,NUTS & SNACKS,178983,https://groceries.retailer.com/browse/178974/178969/178983,NUTS & SNACKS,178983,https://groceries.retailer.com/browse/178974/178969/178983
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FRESH,178969,https://groceries.retailer.com/browse/178974/178969,PIES & QUICHES ,178984,https://groceries.retailer.com/browse/178974/178969/178984,PIES & QUICHES ,178984,https://groceries.retailer.com/browse/178974/178969/178984
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FRESH,178969,https://groceries.retailer.com/browse/178974/178969,"PIZZA, PASTA & GARLIC BREAD",178985,https://groceries.retailer.com/browse/178974/178969/178985,"PIZZA, PASTA & GARLIC BREAD",178985,https://groceries.retailer.com/browse/178974/178969/178985
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FRESH,178969,https://groceries.retailer.com/browse/178974/178969,READY MEALS,178986,https://groceries.retailer.com/browse/178974/178969/178986,READY MEALS,178986,https://groceries.retailer.com/browse/178974/178969/178986
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FRESH,178969,https://groceries.retailer.com/browse/178974/178969,SAVOURY SNACKS & CHILLED,178987,https://groceries.retailer.com/browse/178974/178969/178987,SAVOURY SNACKS & CHILLED,178987,https://groceries.retailer.com/browse/178974/178969/178987
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FRESH,178969,https://groceries.retailer.com/browse/178974/178969,SOUPS & SAUCES,178988,https://groceries.retailer.com/browse/178974/178969/178988,SOUPS & SAUCES,178988,https://groceries.retailer.com/browse/178974/178969/178988
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FRESH,178969,https://groceries.retailer.com/browse/178974/178969,VEGETARIAN,178989,https://groceries.retailer.com/browse/178974/178969/178989,VEGETARIAN,178989,https://groceries.retailer.com/browse/178974/178969/178989
,,,,,,,,,,,,
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FOOD CUPBOARD,178970,https://groceries.retailer.com/browse/178974/178970,,,,,,
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FOOD CUPBOARD,178970,https://groceries.retailer.com/browse/178974/178970,ANTIPASTI,178990,https://groceries.retailer.com/browse/178974/178970/178990,ANTIPASTI,178990,https://groceries.retailer.com/browse/178974/178970/178990
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FOOD CUPBOARD,178970,https://groceries.retailer.com/browse/178974/178970,BISCUITS & CRACKERS,178991,https://groceries.retailer.com/browse/178974/178970/178991,BISCUITS & CRACKERS,178991,https://groceries.retailer.com/browse/178974/178970/178991
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FOOD CUPBOARD,178970,https://groceries.retailer.com/browse/178974/178970,BREAKFAST CEREALS,178992,https://groceries.retailer.com/browse/178974/178970/178992,BREAKFAST CEREALS,178992,https://groceries.retailer.com/browse/178974/178970/178992
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FOOD CUPBOARD,178970,https://groceries.retailer.com/browse/178974/178970,CHOCOLATE & SWEETS,178993,https://groceries.retailer.com/browse/178974/178970/178993,CHOCOLATE & SWEETS,178993,https://groceries.retailer.com/browse/178974/178970/178993
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FOOD CUPBOARD,178970,https://groceries.retailer.com/browse/178974/178970,CONDIMENTS & DRESSINGS,178994,https://groceries.retailer.com/browse/178974/178970/178994,CONDIMENTS & DRESSINGS,178994,https://groceries.retailer.com/browse/178974/178970/178994
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FOOD CUPBOARD,178970,https://groceries.retailer.com/browse/178974/178970,CRISPS & SAVOURY SNACKS,178995,https://groceries.retailer.com/browse/178974/178970/178995,CRISPS & SAVOURY SNACKS,178995,https://groceries.retailer.com/browse/178974/178970/178995
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FOOD CUPBOARD,178970,https://groceries.retailer.com/browse/178974/178970,HOMEBAKING,179016,https://groceries.retailer.com/browse/178974/178970/179016,HOMEBAKING,179016,https://groceries.retailer.com/browse/178974/178970/179016
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FOOD CUPBOARD,178970,https://groceries.retailer.com/browse/178974/178970,"JAMS, SPREADS & CHUTNEYS",179017,https://groceries.retailer.com/browse/178974/178970/179017,"JAMS, SPREADS & CHUTNEYS",179017,https://groceries.retailer.com/browse/178974/178970/179017
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FOOD CUPBOARD,178970,https://groceries.retailer.com/browse/178974/178970,PASTA,179018,https://groceries.retailer.com/browse/178974/178970/179018,PASTA,179018,https://groceries.retailer.com/browse/178974/178970/179018
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FOOD CUPBOARD,178970,https://groceries.retailer.com/browse/178974/178970,PUDDINGS & DESSERTS,179019,https://groceries.retailer.com/browse/178974/178970/179019,PUDDINGS & DESSERTS,179019,https://groceries.retailer.com/browse/178974/178970/179019
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FOOD CUPBOARD,178970,https://groceries.retailer.com/browse/178974/178970,"SAUCES, STOCKS & GRAVY",179020,https://groceries.retailer.com/browse/178974/178970/179020,"SAUCES, STOCKS & GRAVY",179020,https://groceries.retailer.com/browse/178974/178970/179020
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FOOD CUPBOARD,178970,https://groceries.retailer.com/browse/178974/178970,TEA & COFFEE,179021,https://groceries.retailer.com/browse/178974/178970/179021,TEA & COFFEE,179021,https://groceries.retailer.com/browse/178974/178970/179021
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FOOD CUPBOARD,178970,https://groceries.retailer.com/browse/178974/178970,TINS & CANS,179022,https://groceries.retailer.com/browse/178974/178970/179022,TINS & CANS,179022,https://groceries.retailer.com/browse/178974/178970/179022
,,,,,,,,,,,,
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,BAKERY & CAKES,178971,https://groceries.retailer.com/browse/178974/178971,,,,,,
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,BAKERY & CAKES,178971,https://groceries.retailer.com/browse/178974/178971,BREAD & BREAD ROLLS,179023,https://groceries.retailer.com/browse/178974/178971/179023,BREAD & BREAD ROLLS,179023,https://groceries.retailer.com/browse/178974/178971/179023
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,BAKERY & CAKES,178971,https://groceries.retailer.com/browse/178974/178971,"CAKES, PIES & TARTS",179024,https://groceries.retailer.com/browse/178974/178971/179024,"CAKES, PIES & TARTS",179024,https://groceries.retailer.com/browse/178974/178971/179024
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,BAKERY & CAKES,178971,https://groceries.retailer.com/browse/178974/178971,CROISSANTS & BREAKFAST BAKERY,179025,https://groceries.retailer.com/browse/178974/178971/179025,CROISSANTS & BREAKFAST BAKERY,179025,https://groceries.retailer.com/browse/178974/178971/179025
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,BAKERY & CAKES,178971,https://groceries.retailer.com/browse/178974/178971,DESSERTS & PUDDINGS,179026,https://groceries.retailer.com/browse/178974/178971/179026,DESSERTS & PUDDINGS,179026,https://groceries.retailer.com/browse/178974/178971/179026
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,BAKERY & CAKES,178971,https://groceries.retailer.com/browse/178974/178971,"FRUITED BREAD, SCONES & HOT CROSS BUNS",179027,https://groceries.retailer.com/browse/178974/178971/179027,"FRUITED BREAD, SCONES & HOT CROSS BUNS",179027,https://groceries.retailer.com/browse/178974/178971/179027
,,,,,,,,,,,,
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FROZEN,178972,https://groceries.retailer.com/browse/178974/178972,,,,,,
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FROZEN,178972,https://groceries.retailer.com/browse/178974/178972,"CAKES, PIES & TARTS",179028,https://groceries.retailer.com/browse/178974/178972/179028,"CAKES, PIES & TARTS",179028,https://groceries.retailer.com/browse/178974/178972/179028
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FROZEN,178972,https://groceries.retailer.com/browse/178974/178972,"CHIPS, POTATOES & VEGETABLES",179029,https://groceries.retailer.com/browse/178974/178972/179029,"CHIPS, POTATOES & VEGETABLES",179029,https://groceries.retailer.com/browse/178974/178972/179029
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FROZEN,178972,https://groceries.retailer.com/browse/178974/178972,DESSERTS,179030,https://groceries.retailer.com/browse/178974/178972/179030,DESSERTS,179030,https://groceries.retailer.com/browse/178974/178972/179030
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FROZEN,178972,https://groceries.retailer.com/browse/178974/178972,FISH & SEAFOOD,179031,https://groceries.retailer.com/browse/178974/178972/179031,FISH & SEAFOOD,179031,https://groceries.retailer.com/browse/178974/178972/179031
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FROZEN,178972,https://groceries.retailer.com/browse/178974/178972,ICE CREAM & LOLLIES,179032,https://groceries.retailer.com/browse/178974/178972/179032,ICE CREAM & LOLLIES,179032,https://groceries.retailer.com/browse/178974/178972/179032
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FROZEN,178972,https://groceries.retailer.com/browse/178974/178972,MEAT & POULTRY,179033,https://groceries.retailer.com/browse/178974/178972/179033,MEAT & POULTRY,179033,https://groceries.retailer.com/browse/178974/178972/179033
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FROZEN,178972,https://groceries.retailer.com/browse/178974/178972,PIES & PASTRIES,179034,https://groceries.retailer.com/browse/178974/178972/179034,PIES & PASTRIES,179034,https://groceries.retailer.com/browse/178974/178972/179034
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FROZEN,178972,https://groceries.retailer.com/browse/178974/178972,PIZZA & GARLIC BREAD,179035,https://groceries.retailer.com/browse/178974/178972/179035,PIZZA & GARLIC BREAD,179035,https://groceries.retailer.com/browse/178974/178972/179035
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,FROZEN,178972,https://groceries.retailer.com/browse/178974/178972,READY MEALS,179036,https://groceries.retailer.com/browse/178974/178972/179036,READY MEALS,179036,https://groceries.retailer.com/browse/178974/178972/179036
,,,,,,,,,,,,
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,DRINKS,178973,https://groceries.retailer.com/browse/178974/178973,,,,,,
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,DRINKS,178973,https://groceries.retailer.com/browse/178974/178973,SOFT DRINKS,179037,https://groceries.retailer.com/browse/178974/178973/179037,SOFT DRINKS,179037,https://groceries.retailer.com/browse/178974/178973/179037
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,DRINKS,178973,https://groceries.retailer.com/browse/178974/178973,WINE & SPARKLING,179038,https://groceries.retailer.com/browse/178974/178973/179038,WINE & SPARKLING,179038,https://groceries.retailer.com/browse/178974/178973/179038
https://groceries.retailer.com/browse,THE BEST,178974,https://groceries.retailer.com/browse/178974,DRINKS,178973,https://groceries.retailer.com/browse/178974/178973,BEER,179039,https://groceries.retailer.com/browse/178974/178973/179039,BEER,179039,https://groceries.retailer.com/browse/178974/178973/179039
,,,,,,,,,,,,
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,VEGITABLES,178976,https://groceries.retailer.com/google/178975/178976,TOMATO,179040,https://groceries.retailer.com/google/178975/178976/179040,TOMATO,179040,https://groceries.retailer.com/google/178975/178976/179040
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,VEGITABLES,178976,https://groceries.retailer.com/google/178975/178976,BRINJAL,179041,https://groceries.retailer.com/google/178975/178976/179041,BRINJAL,179041,https://groceries.retailer.com/google/178975/178976/179041
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,VEGITABLES,178976,https://groceries.retailer.com/google/178975/178976,POTATO,179042,https://groceries.retailer.com/google/178975/178976/179042,POTATO,179042,https://groceries.retailer.com/google/178975/178976/179042
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,VEGITABLES,178976,https://groceries.retailer.com/google/178975/178976,CHILLY,179043,https://groceries.retailer.com/google/178975/178976/179043,CHILLY,179043,https://groceries.retailer.com/google/178975/178976/179043
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,VEGITABLES,178976,https://groceries.retailer.com/google/178975/178976,ONION,179044,https://groceries.retailer.com/google/178975/178976/179044,ONION,179044,https://groceries.retailer.com/google/178975/178976/179044
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,VEGITABLES,178976,https://groceries.retailer.com/google/178975/178976,CARROT,179045,https://groceries.retailer.com/google/178975/178976/179045,CARROT,179045,https://groceries.retailer.com/google/178975/178976/179045
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,VEGITABLES,178976,https://groceries.retailer.com/google/178975/178976,RADDISH,179046,https://groceries.retailer.com/google/178975/178976/179046,RADDISH,179046,https://groceries.retailer.com/google/178975/178976/179046
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,VEGITABLES,178976,https://groceries.retailer.com/google/178975/178976,DRUMSTICK,179047,https://groceries.retailer.com/google/178975/178976/179047,DRUMSTICK,179047,https://groceries.retailer.com/google/178975/178976/179047
,,,,,,,,,,,,
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,FRUITS,178977,https://groceries.retailer.com/google/178975/178977,APPLE,179048,https://groceries.retailer.com/google/178975/178976/179048,APPLE,179048,https://groceries.retailer.com/google/178975/178976/179048
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,FRUITS,178977,https://groceries.retailer.com/google/178975/178977,BANANA,179049,https://groceries.retailer.com/google/178975/178976/179049,BANANA,179049,https://groceries.retailer.com/google/178975/178976/179049
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,FRUITS,178977,https://groceries.retailer.com/google/178975/178977,JACKFRUIT,179050,https://groceries.retailer.com/google/178975/178976/179050,JACKFRUIT,179050,https://groceries.retailer.com/google/178975/178976/179050
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,FRUITS,178977,https://groceries.retailer.com/google/178975/178977,MANGO,179051,https://groceries.retailer.com/google/178975/178976/179051,MANGO,179051,https://groceries.retailer.com/google/178975/178976/179051
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,FRUITS,178977,https://groceries.retailer.com/google/178975/178977,GRAPES,179052,https://groceries.retailer.com/google/178975/178976/179052,GRAPES,179052,https://groceries.retailer.com/google/178975/178976/179052
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,FRUITS,178977,https://groceries.retailer.com/google/178975/178977,PINEAPPLE,179053,https://groceries.retailer.com/google/178975/178976/179053,PINEAPPLE,179053,https://groceries.retailer.com/google/178975/178976/179053
,,,,,,,,,,,,
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,NON-VEG,178978,https://groceries.retailer.com/google/178975/178978,CHICKEN,179054,https://groceries.retailer.com/google/178975/178976/179054,CHICKEN,179054,https://groceries.retailer.com/google/178975/178976/179054
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,NON-VEG,178978,https://groceries.retailer.com/google/178975/178978,MUTTON,179055,https://groceries.retailer.com/google/178975/178976/179055,MUTTON,179055,https://groceries.retailer.com/google/178975/178976/179055
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,NON-VEG,178978,https://groceries.retailer.com/google/178975/178978,EGGS,179056,https://groceries.retailer.com/google/178975/178976/179056,EGGS,179056,https://groceries.retailer.com/google/178975/178976/179056
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,NON-VEG,178978,https://groceries.retailer.com/google/178975/178978,PORK,179057,https://groceries.retailer.com/google/178975/178976/179057,PORK,179057,https://groceries.retailer.com/google/178975/178976/179057
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,NON-VEG,178978,https://groceries.retailer.com/google/178975/178978,BEAF,179058,https://groceries.retailer.com/google/178975/178976/179058,BEAF,179058,https://groceries.retailer.com/google/178975/178976/179058
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,NON-VEG,178978,https://groceries.retailer.com/google/178975/178978,FISH,179059,https://groceries.retailer.com/google/178975/178976/179059,FISH,179059,https://groceries.retailer.com/google/178975/178976/179059
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,NON-VEG,178978,https://groceries.retailer.com/google/178975/178978,PRAWNS,179060,https://groceries.retailer.com/google/178975/178976/179060,PRAWNS,179060,https://groceries.retailer.com/google/178975/178976/179060
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,NON-VEG,178978,https://groceries.retailer.com/google/178975/178978,CRAB,179061,https://groceries.retailer.com/google/178975/178976/179061,CRAB,179061,https://groceries.retailer.com/google/178975/178976/179061
,,,,,,,,,,,,
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,ANIMALS,178979,https://groceries.retailer.com/google/178975/178979,DOG,179062,https://groceries.retailer.com/google/178975/178976/179062,DOG,179062,https://groceries.retailer.com/google/178975/178976/179062
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,ANIMALS,178979,https://groceries.retailer.com/google/178975/178979,CAT,179063,https://groceries.retailer.com/google/178975/178976/179063,CAT,179063,https://groceries.retailer.com/google/178975/178976/179063
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,ANIMALS,178979,https://groceries.retailer.com/google/178975/178979,COW,179064,https://groceries.retailer.com/google/178975/178976/179064,COW,179064,https://groceries.retailer.com/google/178975/178976/179064
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,ANIMALS,178979,https://groceries.retailer.com/google/178975/178979,RABBIT,179065,https://groceries.retailer.com/google/178975/178976/179065,RABBIT,179065,https://groceries.retailer.com/google/178975/178976/179065
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,ANIMALS,178979,https://groceries.retailer.com/google/178975/178979,GOAT,179066,https://groceries.retailer.com/google/178975/178976/179066,GOAT,179066,https://groceries.retailer.com/google/178975/178976/179066
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,ANIMALS,178979,https://groceries.retailer.com/google/178975/178979,SHEAP,179067,https://groceries.retailer.com/google/178975/178976/179067,SHEAP,179067,https://groceries.retailer.com/google/178975/178976/179067
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,ANIMALS,178979,https://groceries.retailer.com/google/178975/178979,RABBIT,179068,https://groceries.retailer.com/google/178975/178976/179068,RABBIT,179068,https://groceries.retailer.com/google/178975/178976/179068
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,ANIMALS,178979,https://groceries.retailer.com/google/178975/178979,FOX,179069,https://groceries.retailer.com/google/178975/178976/179069,FOX,179069,https://groceries.retailer.com/google/178975/178976/179069
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,ANIMALS,178979,https://groceries.retailer.com/google/178975/178979,ELEPHANT,179070,https://groceries.retailer.com/google/178975/178976/179070,ELEPHANT,179070,https://groceries.retailer.com/google/178975/178976/179070
,,,,,,,,,,,,
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,SPORTS,178980,https://groceries.retailer.com/google/178975/178980,CRICKET,179071,https://groceries.retailer.com/google/178975/178976/179071,CRICKET,179071,https://groceries.retailer.com/google/178975/178976/179071
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,SPORTS,178980,https://groceries.retailer.com/google/178975/178980,FOOTBALL,179072,https://groceries.retailer.com/google/178975/178976/179072,FOOTBALL,179072,https://groceries.retailer.com/google/178975/178976/179072
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,SPORTS,178980,https://groceries.retailer.com/google/178975/178980,HOCKEY,179073,https://groceries.retailer.com/google/178975/178976/179073,HOCKEY,179073,https://groceries.retailer.com/google/178975/178976/179073
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,SPORTS,178980,https://groceries.retailer.com/google/178975/178980,KABBADI,179074,https://groceries.retailer.com/google/178975/178976/179074,KABBADI,179074,https://groceries.retailer.com/google/178975/178976/179074
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,SPORTS,178980,https://groceries.retailer.com/google/178975/178980,VOLLYBALL,179075,https://groceries.retailer.com/google/178975/178976/179075,VOLLYBALL,179075,https://groceries.retailer.com/google/178975/178976/179075
https://groceries.retailer.com/google,GOOD,178975,https://groceries.retailer.com/google/178975,SPORTS,178980,https://groceries.retailer.com/google/178975/178980,HANDBALL,179076,https://groceries.retailer.com/google/178975/178976/179076,HANDBALL,179076,https://groceries.retailer.com/google/178975/178976/179076
